Respondent ID,Start Date,End Date,"Overall, how satisfied are you with your most recent trip ?",How likely are you to ride again?,How likely is it that you would recommend  this service to a friend or colleague? (NPS),Did your bus depart {{ custom.O }} origin on time?,Did your bus reach your final destination on time?,Where did you purchase your ticket?,"Overall, how would you rate your {{ custom.O }} origin stop/terminal experience?",Employee Communication/Customer Service,Terminal Safety,Seating/Boarding Area Cleanliness,Terminal Restrooms,Boarding Process,"Overall, how would you rate your experience on the bus",Driver Safety,Driver Attitude,Personal Safety,Bus Seating Area Cleanliness,Bus Restroom Cleanliness,Were you aware your bus had On Board Entertainment and WiFi,Did you utilize the On Board Entertainment or Wi-Fi features while riding the bus?,What was your reason for traveling?,What is your most commonly used mode of transportation for trips greater than 2 hours,How would you rate the value of your trip for the money spent?,Origin,Destination
12045601722,10/4/2020 12:26,10/4/2020 12:33,4,3,4,Yes,Yes,Website,2,4,3,Very Dissatisfied,2,4,2,4,4,3,Very DIssatisfied,Very Dissatisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Bus,Average Value for the Money,SACRAMENTO | CA,RENO | NV
12045599957,10/4/2020 12:25,10/4/2020 12:27,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Commuting to Work,Personal Automobile,Excellent Value for the Money,LAFAYETTE | IN,NASHVILLE | TN
12045598984,10/4/2020 12:24,10/4/2020 12:28,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,4,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,4,3,Yes,No,Family/Personal Emergency,Personal Automobile,Good Value for the Money,CHICAGO | IL,SHEBOYGAN | WI
12045591767,10/4/2020 12:18,10/4/2020 12:25,9,9,9,Yes,Yes,Mobile App,4,4,4,4,4,4,4,4,4,4,4,4,Yes,Yes,Family/Personal Emergency,Bus,Good Value for the Money,NEW YORK | NY,BALTIMORE | MD
12045591109,10/4/2020 12:17,10/4/2020 12:22,5,4,2,Yes,Yes,Website,2,3,2,Very Dissatisfied,N/A,4,3,Very Satisfied,Very Satisfied,3,Very DIssatisfied,2,No,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Average Value for the Money,PHILADELPHIA | PA,NEW YORK | NY
12045590691,10/4/2020 12:17,10/4/2020 12:23,8,8,6,Yes,Yes,Website,Excellent,4,4,4,4,4,4,4,4,4,4,4,Yes,No,Visiting Friends or Family (Just for Fun),Train,Good Value for the Money,MIAMI | FL,JOPLIN | MO
12045586997,10/4/2020 12:13,10/4/2020 12:21,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,3,Very Dissatisfied,3,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,2,Yes,Yes,Family/Personal Emergency,Train,Very Poor Value for the Money,ATLANTA | GA,PHILADELPHIA | PA
12045585744,10/4/2020 12:13,10/4/2020 12:16,7,5,7,Yes,Yes,Website,4,N/A,4,4,4,4,3,4,4,4,4,4,Yes,Yes,Visiting Friends or Family (Just for Fun),Plane,Excellent Value for the Money,ROCHESTER | NY,NEW YORK | NY
12045585670,10/4/2020 12:13,10/4/2020 12:17,8,9,9,Yes,Yes,Website,3,Very Satisfied,3,3,N/A,3,4,4,Very Satisfied,4,4,3,Yes,No,Family/Personal Emergency,Personal Automobile,Excellent Value for the Money,LAS VEGAS | NV,GLENDALE | AZ
12045585435,10/4/2020 12:13,10/4/2020 12:19,1,1,0,No,No,Website,Very Poor,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Satisfied,Very Satisfied,3,2,2,No,Yes,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Poor Value for the Money,BUFFALO | NY,NEW YORK | NY
12045582917,10/4/2020 12:10,10/4/2020 12:15,0,0,2,No,No,Other Travel Website (BusBud/Wanderu/etc),Very Poor,N/A,N/A,N/A,N/A,4,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,,,,,
12045580707,10/4/2020 12:09,10/4/2020 12:10,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,School,Bus,Excellent Value for the Money,MEMPHIS | TN,CHICAGO | IL
12045580675,10/4/2020 12:00,10/4/2020 12:10,10,10,10,Yes,Yes,,,,,,,,,,,,,,,,,,,DALLAS | TX,LAS CRUCES | NM
12045580559,10/4/2020 12:08,10/4/2020 12:12,4,2,3,Yes,Yes,Website,2,2,3,3,3,3,3,3,3,3,3,2,,,,,,SANTA ANA | CA,
12045580380,10/4/2020 12:09,10/4/2020 12:13,9,10,10,Yes,Yes,Website,Excellent,Very Satisfied,4,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,4,Very Satisfied,4,No,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Excellent Value for the Money,RUIDOSO | NM,
12045575046,10/4/2020 12:04,10/4/2020 12:11,3,5,4,Yes,Yes,Website,Very Poor,3,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,4,4,Very Satisfied,Very Satisfied,Very Dissatisfied,Very DIssatisfied,4,No,No,Business (Not commuting),Personal Automobile,Poor Value for the Money,LAS CRUCES | NM,
12045573470,10/4/2020 12:03,10/4/2020 12:08,10,10,8,Yes,Yes,Website,3,Very Satisfied,4,4,4,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,Yes,Yes,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Good Value for the Money,BOWLING GREEN | KY,
12045573030,10/4/2020 12:03,10/4/2020 12:08,1,1,1,Yes,Yes,Website,Very Poor,Very Dissatisfied,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Business (Not commuting),Plane,Excellent Value for the Money,CHICAGO | IL,NASHVILLE | TN
12045571910,10/4/2020 12:02,10/4/2020 12:04,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Bus,Excellent Value for the Money,STURBRIDGE | MA,SPRINGFIELD | MA
12045571541,10/4/2020 12:02,10/4/2020 12:10,5,5,5,No,No,Website,4,4,Very Satisfied,Very Satisfied,N/A,Very Satisfied,2,4,4,Very Satisfied,Very Satisfied,3,No,No,Family/Personal Emergency,Train,Average Value for the Money,KALAMAZOO | MI,GRAND RAPIDS | MI
12045571290,10/4/2020 12:01,10/4/2020 12:02,5,5,5,,,,,,,,,,,,,,,,,,,,,KALAMAZOO | MI,GRAND RAPIDS | MI
12045568672,10/4/2020 11:59,10/4/2020 12:04,8,10,9,Yes,Yes,Website,3,N/A,N/A,3,3,3,4,Very Satisfied,4,3,3,3,No,No,Family/Personal Emergency,Personal Automobile,Excellent Value for the Money,LAS CRUCES | NM,
12045567759,10/4/2020 11:59,10/4/2020 12:03,8,9,8,Yes,Yes,Website,4,N/A,4,4,4,4,4,4,4,4,4,3,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Good Value for the Money,NEW YORK | NY,
12045565865,10/4/2020 11:55,10/4/2020 12:04,5,10,8,Yes,Yes,Website,2,Very Dissatisfied,3,Very Satisfied,Very Satisfied,4,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,4,2,,,,,,FORT MYERS | FL,
12045565461,10/4/2020 11:57,10/4/2020 12:04,9,7,8,Yes,Yes,Terminal/Stop/Physical Location,4,Very Satisfied,4,4,N/A,Very Satisfied,4,Very Satisfied,4,Very Satisfied,4,4,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Excellent Value for the Money,TRINIDAD | CO,DENVER | CO
12045562793,10/4/2020 11:55,10/4/2020 11:57,0,3,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,Yes,School,Train,Very Poor Value for the Money,FORT WORTH | TX,AUSTIN | TX
12045561831,10/4/2020 11:54,10/4/2020 11:55,10,10,10,Yes,Yes,Mobile App,Excellent,,,,,,,,,,,,,,,,,NORTH LITTLE ROCK | AR,DALLAS | TX
12045560481,10/4/2020 11:53,10/4/2020 11:57,10,0,1,Yes,Yes,Website,Excellent,3,Very Satisfied,Very Satisfied,4,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,,,,,,MILES CITY | MT,DOTHAN | AL
12045560354,10/4/2020 11:52,10/4/2020 11:55,0,0,0,Yes,No,Website,Very Poor,2,4,Very Dissatisfied,Very Dissatisfied,4,Very Poor,Very Satisfied,Very Dissatisfied,Very Satisfied,Very DIssatisfied,Very Dissatisfied,,,,,,TALLAHASSEE | FL,TAMPA | FL
12045558978,10/4/2020 11:52,10/4/2020 11:55,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Family/Personal Emergency,Personal Automobile,Very Poor Value for the Money,ATLANTA | GA,CHARLOTTE | NC
12045556488,10/4/2020 11:49,10/4/2020 11:54,0,0,0,Yes,Yes,Website,2,3,3,3,3,3,3,Very Dissatisfied,3,3,3,3,Yes,No,,Personal Automobile,Very Poor Value for the Money,CHICAGO | IL,
12045555326,10/4/2020 11:49,10/4/2020 11:50,0,1,1,No,No,Website,Very Poor,Very Dissatisfied,N/A,N/A,4,Very Satisfied,Very Poor,,,,,,,,,,,VICTORVILLE | CA,LAS VEGAS | NV
12045555056,10/4/2020 11:49,10/4/2020 11:50,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,2,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,,,,,,SAINT PAUL | MN,DULUTH | MN
12045554311,10/4/2020 11:47,10/4/2020 11:52,4,1,2,Yes,No,Website,3,2,3,3,Very Dissatisfied,3,3,3,4,4,4,3,Yes,No,Family/Personal Emergency,Personal Automobile,Good Value for the Money,COLUMBUS | OH,PITTSBURGH | PA
12045553923,10/4/2020 11:47,10/4/2020 11:54,7,10,9,Yes,Yes,Website,4,4,3,4,3,Very Satisfied,4,4,4,4,3,3,Yes,Yes,Visiting Friends or Family (Just for Fun),Plane,Excellent Value for the Money,MIAMI | FL,TAMPA | FL
12045552605,10/4/2020 11:46,10/4/2020 11:50,9,10,5,Yes,Yes,Website,4,N/A,Very Satisfied,N/A,N/A,Very Satisfied,4,4,4,Very Satisfied,4,4,Yes,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Average Value for the Money,JACKSON | TN,
12045552368,10/4/2020 11:46,10/4/2020 11:51,8,9,9,No,No,Website,4,4,4,4,N/A,3,4,4,4,Very Satisfied,4,3,No,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Good Value for the Money,HOUSTON | TX,
12045550050,10/4/2020 11:44,10/4/2020 11:49,0,0,0,Yes,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Very Poor Value for the Money,COLUMBUS | OH,
12045549909,10/4/2020 11:44,10/4/2020 12:13,5,5,5,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Yes,Yes,Family/Personal Emergency,Bus,Excellent Value for the Money,SEATTLE | WA,ATLANTA | GA
12045547141,10/4/2020 11:42,10/4/2020 11:45,0,0,0,Yes,No,Website,3,Very Dissatisfied,3,2,2,3,Very Poor,3,2,4,2,2,No,No,Visiting Friends or Family (Just for Fun),Train,Poor Value for the Money,NEW YORK | NY,
12045546989,10/4/2020 11:42,10/4/2020 11:46,2,2,3,Yes,No,Website,Very Poor,3,2,Very Dissatisfied,N/A,2,Very Poor,3,2,Very Dissatisfied,Very DIssatisfied,3,Yes,No,Business (Not commuting),Train,Average Value for the Money,FORT COLLINS | CO,DENVER | CO
12045545795,10/4/2020 11:41,10/4/2020 11:44,10,10,10,No,No,Website,2,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,No,Visiting Friends or Family (Just for Fun),Bus,Good Value for the Money,SPRINGFIELD | MA,BOSTON | MA
12045544990,10/4/2020 11:40,10/4/2020 11:43,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Family/Personal Emergency,Personal Automobile,Good Value for the Money,AMARILLO | TX,
12045544643,10/4/2020 11:40,10/4/2020 11:47,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,3,Yes,Yes,Visiting Friends or Family (Just for Fun),Plane,Good Value for the Money,FORT LAUDERDALE | FL,
12045544457,10/4/2020 11:40,10/4/2020 11:44,4,2,0,Yes,Yes,Other Travel Website (BusBud/Wanderu/etc),Very Poor,Very Dissatisfied,Very Dissatisfied,2,2,3,3,3,3,3,3,Very Dissatisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Plane,Poor Value for the Money,NASHVILLE | TN,
12045544337,10/4/2020 11:40,10/4/2020 11:42,3,1,1,No,No,Mobile App,Very Poor,3,3,2,Very Dissatisfied,4,2,4,2,4,Very DIssatisfied,Very Dissatisfied,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Average Value for the Money,SHREVEPORT | LA,
12045543999,10/4/2020 11:39,10/4/2020 11:44,10,10,10,Yes,Yes,Call Center,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Bus,Excellent Value for the Money,PHOENIX | AZ,SAINT LOUIS | MO
12045541556,10/4/2020 11:37,10/4/2020 11:40,10,10,8,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Family/Personal Emergency,Bus,Excellent Value for the Money,RALEIGH | NC,
12045541550,10/4/2020 11:37,10/4/2020 11:38,10,10,10,Yes,Yes,,,,,,,,,,,,,,,,,,,VICTORIA | TX,
12045541357,10/4/2020 11:37,10/4/2020 11:40,10,10,10,Yes,No,Mobile App,4,2,4,4,N/A,4,4,4,3,3,4,3,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Good Value for the Money,CLEVELAND | OH,DETROIT | MI
12045540628,10/4/2020 11:37,10/4/2020 11:40,10,0,5,Yes,Yes,Website,4,Very Satisfied,Very Satisfied,Very Satisfied,3,3,3,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Good Value for the Money,ALBANY | GA,
12045540581,10/4/2020 11:37,10/4/2020 11:40,10,10,10,No,No,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Excellent Value for the Money,MANITOWOC | WI,GREEN BAY | WI
12045540048,10/4/2020 11:35,10/4/2020 11:44,1,4,3,Yes,No,Website,Very Poor,3,3,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,3,Very Dissatisfied,3,Very DIssatisfied,Very Dissatisfied,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Very Poor Value for the Money,EFFINGHAM | IL,CLEVELAND | OH
12045539829,10/4/2020 11:35,10/4/2020 11:39,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,4,,,,,,,,,,,FORT LAUDERDALE | FL,
12045539807,10/4/2020 11:36,10/4/2020 11:40,10,10,10,Yes,Yes,Website,4,Very Satisfied,4,4,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Average Value for the Money,DAYTONA BEACH | FL,
12045539728,10/4/2020 11:36,10/4/2020 11:39,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Family/Personal Emergency,Personal Automobile,Good Value for the Money,FORT SMITH | AR,
12045538871,10/4/2020 11:35,10/4/2020 11:41,3,0,1,Yes,No,Mobile App,3,4,4,3,3,3,Very Poor,Very Satisfied,Very Satisfied,3,3,3,Yes,Yes,Visiting Friends or Family (Just for Fun),Plane,Excellent Value for the Money,TALLAHASSEE | FL,
12045538583,10/4/2020 11:35,10/4/2020 11:37,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,,,,NEW ORLEANS | LA,
12045538173,10/4/2020 11:34,10/4/2020 11:46,0,3,3,Yes,Yes,Website,2,2,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Very Poor,Very Satisfied,2,Very Dissatisfied,Very DIssatisfied,2,Yes,No,Family/Personal Emergency,Personal Automobile,Very Poor Value for the Money,NORTH LITTLE ROCK | AR,BAKERSFIELD | CA
12045537893,10/4/2020 11:34,10/4/2020 11:35,0,0,0,No,No,Website,Very Poor,,,,,,,,,,,,,,,,,HOUSTON | TX,ABILENE | TX
12045537705,10/4/2020 11:34,10/4/2020 11:37,8,8,8,Yes,Yes,Website,4,3,4,4,N/A,3,4,4,Very Satisfied,3,3,4,Yes,Yes,Vacation (Non family visit),Train,Excellent Value for the Money,DAYTONA BEACH | FL,
12045537539,10/4/2020 11:34,10/4/2020 11:53,2,0,4,Yes,Yes,Mobile App,2,3,Very Satisfied,4,Very Dissatisfied,Very Satisfied,2,4,2,3,4,Very Dissatisfied,Yes,No,Family/Personal Emergency,Plane,Average Value for the Money,NAMPA | ID,
12045537406,10/4/2020 11:34,10/4/2020 11:50,0,0,0,Yes,No,Mobile App,Excellent,Very Dissatisfied,Very Dissatisfied,4,2,Very Dissatisfied,Very Poor,Very Satisfied,2,Very Dissatisfied,3,3,Yes,No,Family/Personal Emergency,Personal Automobile,Very Poor Value for the Money,LOS ANGELES | CA,MEXICALI | MX
12045537404,10/4/2020 11:34,10/4/2020 11:41,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,No,Commuting to Work,Bus,Excellent Value for the Money,NEW YORK | NY,ALBANY | NY
12045537389,10/4/2020 11:34,10/4/2020 11:43,5,4,5,Yes,No,Mobile App,2,Very Satisfied,2,Very Dissatisfied,3,Very Dissatisfied,3,Very Satisfied,Very Satisfied,Very Satisfied,3,2,No,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Poor Value for the Money,SAN DIEGO | CA,LOS ANGELES | CA
12045537147,10/4/2020 11:34,10/4/2020 11:38,7,4,5,Yes,Yes,Mobile App,3,3,2,2,Very Dissatisfied,Very Dissatisfied,3,4,4,2,2,2,Yes,No,Family/Personal Emergency,Personal Automobile,Good Value for the Money,ANAHEIM | CA,BAKERSFIELD | CA
12045536899,10/4/2020 11:34,10/4/2020 11:43,1,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,2,N/A,Very Dissatisfied,Very Poor,2,Very Dissatisfied,2,2,Very Dissatisfied,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Poor Value for the Money,WEST PALM BEACH | FL,GAINESVILLE | FL
12045536750,10/4/2020 11:34,10/4/2020 11:36,8,8,9,Yes,Yes,Website,Excellent,Very Dissatisfied,3,4,Very Dissatisfied,Very Satisfied,,,,,,,,,,,,TAMPA | FL,OKLAHOMA CITY | OK
12045536521,10/4/2020 11:33,10/4/2020 11:34,0,0,1,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,,,,,,,,,,,RENO | NV,SAN FRANCISCO | CA
12045536396,10/4/2020 11:33,10/4/2020 11:38,10,10,10,Yes,Yes,Mobile App,4,N/A,N/A,N/A,N/A,N/A,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Bus,Excellent Value for the Money,GAINESVILLE | GA,NEWARK | NJ
12045536380,10/4/2020 11:33,10/4/2020 11:47,1,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,3,Very Dissatisfied,4,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,4,No,No,Family/Personal Emergency,Plane,Poor Value for the Money,DALLAS | TX,NORTH LITTLE ROCK | AR
12045536127,10/4/2020 11:33,10/4/2020 11:35,8,9,7,Yes,Yes,Website,4,4,3,3,N/A,Very Satisfied,4,Very Satisfied,4,Very Satisfied,4,3,,,,,,BANGOR | ME,BOSTON | MA
12045535812,10/4/2020 11:33,10/4/2020 11:34,0,0,0,Yes,No,Website,Very Poor,Very Satisfied,Very Satisfied,Very Satisfied,N/A,N/A,Very Poor,,,,,,,,,,,DES MOINES | IA,CARBONDALE | IL
12045524404,10/4/2020 11:24,10/4/2020 11:28,2,2,3,Yes,Yes,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,2,4,Very Satisfied,Very Satisfied,Very Satisfied,4,4,Yes,Yes,Business (Not commuting),Personal Automobile,Good Value for the Money,WILMINGTON | NC,
12045519860,10/4/2020 11:20,10/4/2020 11:25,1,1,0,No,No,Website,Very Poor,Very Satisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,Very Poor,Very Satisfied,Very Satisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,No,No,Family/Personal Emergency,Personal Automobile,Poor Value for the Money,PHOENIX | AZ,TUCSON | AZ
12045476558,10/4/2020 10:48,10/4/2020 10:52,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Business (Not commuting),Bus,Good Value for the Money,OKLAHOMA CITY | OK,MEMPHIS | TN
12045470185,10/4/2020 10:43,10/4/2020 10:46,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,School,Personal Automobile,Excellent Value for the Money,BINGHAMTON | NY,NEW YORK | NY
12045388781,10/4/2020 9:42,10/4/2020 9:45,7,4,3,Yes,Yes,Website,2,Very Satisfied,Very Satisfied,4,N/A,Very Satisfied,2,3,4,4,2,4,No,No,Family/Personal Emergency,Personal Automobile,Good Value for the Money,BLOOMINGTON | IN,
12045384197,10/4/2020 9:38,10/4/2020 9:43,2,3,2,Yes,Yes,Mobile App,Very Poor,Very Dissatisfied,2,2,2,2,Very Poor,3,2,Very Dissatisfied,2,Very Dissatisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Poor Value for the Money,LANSING | MI,NASHVILLE | TN
12045383856,10/4/2020 9:38,10/4/2020 9:39,6,8,5,No,No,Website,3,3,3,3,Very Dissatisfied,2,3,,,,,,,,,,,ALBANY | NY,NEW YORK | NY
12045383263,10/4/2020 9:38,10/4/2020 9:41,7,10,8,Yes,Yes,Website,4,3,Very Satisfied,4,N/A,4,3,Very Satisfied,Very Satisfied,Very Satisfied,4,3,Yes,No,Vacation (Non family visit),Personal Automobile,Average Value for the Money,NEW YORK | NY,ATLANTIC CITY | NJ
12045377411,10/4/2020 9:33,10/4/2020 9:39,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,2,2,Very Poor,4,2,3,Very DIssatisfied,2,Yes,No,Business (Not commuting),Bus,Very Poor Value for the Money,SAN ANTONIO | TX,CORPUS CHRISTI | TX
12045374488,10/4/2020 9:31,10/4/2020 9:37,7,9,9,No,No,Website,Very Poor,N/A,Very Dissatisfied,Very Dissatisfied,N/A,2,3,3,3,4,Very DIssatisfied,Very Dissatisfied,Yes,No,Visiting Friends or Family (Just for Fun),Plane,Average Value for the Money,MELBOURNE | FL,MEMPHIS | TN
12045347785,10/4/2020 9:11,10/4/2020 9:14,2,1,2,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,3,4,Very Satisfied,2,,,,,,,,,,,,
12045345266,10/4/2020 9:09,10/4/2020 9:22,0,0,0,Yes,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,N/A,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,No,Vacation (Non family visit),Plane,Very Poor Value for the Money,PHILADELPHIA | PA,NEW YORK | NY
12045344503,10/4/2020 9:09,10/4/2020 9:11,10,10,8,No,Yes,Website,3,Very Satisfied,Very Satisfied,Very Satisfied,2,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,3,,,,,,LEWISTON | ID,
12045341996,10/4/2020 9:06,10/4/2020 9:08,0,1,0,No,No,Website,Very Poor,,,,,,,,,,,,,,,,,,
12045340823,10/4/2020 9:06,10/4/2020 9:14,10,10,10,Yes,No,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Family/Personal Emergency,Bus,Average Value for the Money,DETROIT | MI,KNOXVILLE | TN
